Id,Predicted
8957,0.32
4246,0.11
9089,0.30333333333333334
10606,0.36666666666666664
9863,0.20666666666666667
11627,0.14666666666666667
2338,0.97
13378,0.93
1643,0.2966666666666667
6957,0.18666666666666668
11597,0.94
1914,0.9033333333333333
15712,0.36
8477,0.14333333333333334
1976,0.85
15431,0.35
2870,0.29
10605,0.43666666666666665
15707,0.8966666666666666
4774,0.96
1176,0.21
5671,0.81
15067,0.27
2353,0.22333333333333333
6964,0.95
17323,0.9433333333333334
2497,0.42333333333333334
997,0.13333333333333333
3462,0.18
5511,0.48333333333333334
5316,0.09
8654,0.36
4697,0.9433333333333334
17197,0.21
9352,0.9366666666666666
5084,0.9633333333333334
3009,0.30666666666666664
11330,0.23333333333333334
7167,0.9566666666666667
11227,0.98
2589,0.37
12051,0.15
2037,0.93
10865,0.12666666666666668
9832,0.9166666666666666
785,0.13
9962,0.9533333333333334
9994,0.26
10529,0.9233333333333333
11388,0.08666666666666667
651,0.21333333333333335
11941,0.8733333333333333
2752,0.14666666666666667
14088,0.9333333333333333
2287,0.8933333333333333
4836,0.9466666666666667
12144,0.30666666666666664
935,0.17
12504,0.3
13702,0.20333333333333334
15483,0.14666666666666667
15635,0.9033333333333333
11030,0.17333333333333334
9127,0.8633333333333333
2530,0.22333333333333333
16463,0.08666666666666667
17576,0.9033333333333333
10158,0.94
5966,0.16666666666666666
11705,0.3333333333333333
125,0.8866666666666667
13028,0.22
16817,0.17666666666666667
11014,0.20333333333333334
11402,0.24333333333333335
14179,0.9666666666666667
4312,0.91
2101,0.24666666666666667
10996,0.28
10926,0.9133333333333333
446,0.25333333333333335
14656,0.9333333333333333
980,0.22
10894,0.9466666666666667
8789,0.5366666666666666
4621,0.11333333333333333
4497,0.37666666666666665
12210,0.9233333333333333
10872,0.8966666666666666
6041,0.8233333333333334
11583,0.16
11794,0.17
6542,0.9566666666666667
9221,0.12
16343,0.21333333333333335
3766,0.18666666666666668
5,0.20666666666666667
3610,0.11666666666666667
10572,0.9333333333333333
16263,0.16666666666666666
4931,0.4666666666666667
243,0.19
11158,0.8666666666666667
10933,0.3933333333333333
17647,0.8966666666666666
12786,0.9266666666666666
9934,0.37
17018,0.14333333333333334
16239,0.9633333333333334
15882,0.09
12529,0.9133333333333333
17225,0.2966666666666667
17644,0.2866666666666667
3398,0.18
4906,0.14333333333333334
10838,0.20333333333333334
6670,0.37
4395,0.9866666666666667
14724,0.2
15098,0.9033333333333333
10745,0.79
4959,0.98
2876,0.6266666666666667
16765,0.97
11629,0.09666666666666666
16255,0.99
17532,0.9433333333333334
13631,0.42333333333333334
13134,0.19333333333333333
4932,0.19666666666666666
1305,0.91
9508,0.17666666666666667
13402,0.37333333333333335
13256,0.9866666666666667
17096,0.25333333333333335
15070,0.8566666666666667
6097,0.8566666666666667
16076,0.35333333333333333
5192,0.32
9509,0.9566666666666667
15682,0.9533333333333334
11301,0.95
6045,0.24333333333333335
10657,0.17333333333333334
12398,0.25333333333333335
4692,0.95
11428,0.15
2389,0.08666666666666667
9683,0.9766666666666667
8796,0.9233333333333333
6902,0.9733333333333334
6295,0.38333333333333336
15149,0.94
16022,0.25
14400,0.9133333333333333
443,0.31666666666666665
17809,0.9466666666666667
8531,0.2633333333333333
10251,0.8666666666666667
6886,0.13
8052,0.20666666666666667
10747,0.81
4499,0.9366666666666666
12538,0.27
16625,0.14
4765,0.8966666666666666
2792,0.18333333333333332
1317,0.19
4043,0.25333333333333335
9831,0.9533333333333334
13758,0.21
15400,0.47
11631,0.10333333333333333
9654,0.9
850,0.29333333333333333
11108,0.22666666666666666
