Id,Predicted
8957,0.5166666666666667
4246,0.02666666666666667
9089,0.23
10606,0.30666666666666664
9863,0.08
11627,0.05333333333333334
2338,0.9966666666666667
13378,0.98
1643,0.58
6957,0.043333333333333335
11597,0.9666666666666667
1914,0.9466666666666667
15712,0.37333333333333335
8477,0.03
1976,0.9366666666666666
15431,0.3433333333333333
2870,0.21333333333333335
10605,0.42333333333333334
15707,0.98
4774,0.9733333333333334
1176,0.15333333333333332
5671,0.8766666666666667
15067,0.37333333333333335
2353,0.06
6964,0.9933333333333333
17323,0.97
2497,0.4533333333333333
997,0.04
3462,0.06
5511,0.38666666666666666
5316,0.03
8654,0.31
4697,0.9666666666666667
17197,0.11
9352,0.9733333333333334
5084,0.99
3009,0.27666666666666667
11330,0.3233333333333333
7167,0.9833333333333333
11227,0.9766666666666667
2589,0.16333333333333333
12051,0.07666666666666666
2037,0.9766666666666667
10865,0.19
9832,0.9766666666666667
785,0.13333333333333333
9962,0.9766666666666667
9994,0.18333333333333332
10529,0.95
11388,0.006666666666666667
651,0.12666666666666668
11941,0.9966666666666667
2752,0.06
14088,0.97
2287,0.9833333333333333
4836,0.9666666666666667
12144,0.22
935,0.01
12504,0.03333333333333333
13702,0.20666666666666667
15483,0.02
15635,0.93
11030,0.10666666666666667
9127,0.9266666666666666
2530,0.08666666666666667
16463,0.006666666666666667
17576,0.9766666666666667
10158,0.97
5966,0.0033333333333333335
11705,0.26666666666666666
125,0.8766666666666667
13028,0.06333333333333334
16817,0.05
11014,0.01
11402,0.15333333333333332
14179,0.9766666666666667
4312,0.89
2101,0.18666666666666668
10996,0.22
10926,0.9466666666666667
446,0.24333333333333335
14656,0.9366666666666666
980,0.08666666666666667
10894,0.9733333333333334
8789,0.7266666666666667
4621,0.03666666666666667
4497,0.2833333333333333
12210,0.9666666666666667
10872,0.93
6041,1.0
11583,0.04
11794,0.20666666666666667
6542,0.9833333333333333
9221,0.04666666666666667
16343,0.08666666666666667
3766,0.023333333333333334
5,0.08666666666666667
