Id,Predicted
8957,0.7066666666666667
4246,0.023333333333333334
9089,0.15666666666666668
10606,0.48333333333333334
9863,0.06
11627,0.10666666666666667
2338,0.9766666666666667
13378,0.9933333333333333
1643,0.48333333333333334
6957,0.10333333333333333
11597,0.9811111111111113
1914,0.9633333333333334
15712,0.5666666666666667
8477,0.03333333333333333
1976,0.96
15431,0.58
2870,0.21666666666666667
10605,0.5633333333333334
15707,0.93
4774,0.9966666666666667
1176,0.19666666666666666
5671,0.9333333333333333
15067,0.5866666666666667
2353,0.08333333333333333
6964,0.9966666666666667
17323,0.98
2497,0.56
997,0.07
3462,0.023333333333333334
5511,0.38666666666666666
5316,0.0033333333333333335
8654,0.23666666666666666
4697,0.9933333333333333
17197,0.16333333333333333
9352,0.9733333333333334
5084,0.99
3009,0.32
11330,0.63
7167,0.99
11227,1.0
2589,0.16333333333333333
12051,0.056666666666666664
2037,1.0
10865,0.11
9832,1.0
785,0.13666666666666666
9962,0.9833333333333333
9994,0.1
10529,0.96
11388,0.0033333333333333335
651,0.22333333333333333
11941,1.0
2752,0.04
14088,1.0
2287,0.9833333333333333
4836,0.9866666666666667
12144,0.23666666666666666
935,0.006666666666666667
12504,0.16
13702,0.13
15483,0.03666666666666667
15635,0.9833333333333333
11030,0.05
9127,0.97
2530,0.06
16463,0.0
17576,1.0
10158,1.0
5966,0.0
11705,0.11
125,0.92
13028,0.10666666666666667
16817,0.04
11014,0.043333333333333335
11402,0.15333333333333332
14179,0.9866666666666667
4312,0.9433333333333334
2101,0.22666666666666666
10996,0.19666666666666666
10926,0.97
446,0.5566666666666666
14656,0.9566666666666667
980,0.04666666666666667
10894,0.9966666666666667
8789,0.53
4621,0.013333333333333334
4497,0.48
12210,0.9933333333333333
10872,0.9766666666666667
6041,0.9966666666666667
11583,0.06666666666666667
11794,0.21666666666666667
6542,0.9966666666666667
9221,0.02
16343,0.09
3766,0.043333333333333335
5,0.06
3610,0.016666666666666666
10572,1.0
16263,0.02
4931,0.37
243,0.06
11158,0.93
10933,0.22333333333333333
17647,1.0
12786,0.9933333333333333
9934,0.10666666666666667
17018,0.15
16239,0.9933333333333333
15882,0.006666666666666667
12529,0.99
17225,0.22666666666666666
17644,0.07666666666666666
3398,0.10333333333333333
4906,0.04666666666666667
10838,0.05
6670,0.46
4395,0.9966666666666667
14724,0.03
15098,0.9966666666666667
10745,0.99
4959,1.0
2876,0.77
16765,0.9666666666666667
11629,0.03666666666666667
16255,0.9966666666666667
17532,0.98
13631,0.49333333333333335
13134,0.05333333333333334
4932,0.08666666666666667
1305,1.0
9508,0.0033333333333333335
13402,0.5333333333333333
13256,0.99
17096,0.10666666666666667
15070,0.98
6097,0.99
16076,0.24666666666666667
5192,0.13
9509,0.9866666666666667
15682,0.9566666666666667
11301,1.0
6045,0.08666666666666667
10657,0.11
12398,0.15
4692,0.98
11428,0.03666666666666667
2389,0.08333333333333333
9683,1.0
8796,0.9833333333333333
6902,0.9933333333333333
6295,0.29333333333333333
15149,0.9866666666666667
16022,0.19
14400,0.9366666666666666
443,0.11
17809,0.99
8531,0.19666666666666666
10251,1.0
6886,0.13666666666666666
8052,0.11333333333333333
10747,0.96
4499,0.9866666666666667
12538,0.19333333333333333
16625,0.03666666666666667
4765,1.0
2792,0.24333333333333335
1317,0.09333333333333334
4043,0.18333333333333332
9831,0.9666666666666667
13758,0.18
15400,0.24
11631,0.14
9654,0.9333333333333333
850,0.4066666666666667
11108,0.15666666666666668
11662,0.06666666666666667
12709,0.07666666666666666
15503,0.13333333333333333
14607,0.07666666666666666
4958,0.8733333333333333
1177,0.27666666666666667
4833,1.0
4584,0.08666666666666667
35,1.0
3035,0.03
13616,0.20333333333333334
7085,0.32
16981,0.6166666666666667
7293,0.08666666666666667
8628,0.19666666666666666
11990,0.18333333333333332
9209,0.9733333333333334
3245,0.9866666666666667
5572,0.21
13762,0.09
12322,0.9966666666666667
4108,1.0
14105,0.043333333333333335
1709,0.9966666666666667
12426,0.03333333333333333
7577,0.006666666666666667
6122,0.9666666666666667
17521,0.9933333333333333
13472,0.9933333333333333
