Id,Predicted
8957,0.589789933450078
4246,0.08814947640795179
9089,0.2254510859378358
10606,0.20994374418313155
9863,0.08729465565926997
11627,0.12106303652926031
2338,0.9527213681412995
13378,0.877898377008552
1643,0.34366274385196105
6957,0.10395993030302086
11597,0.9488013180496628
1914,0.8981098004998159
15712,0.13998912995398272
8477,0.053521769087724214
1976,0.985608612426255
15431,0.10317354854653815
2870,0.05390714057527779
10605,0.3192597282138787
15707,0.9138247823113882
4774,0.974114121137838
1176,0.07907576894417279
5671,0.9956874154424877
15067,0.4290784386837325
2353,0.07882585086787652
6964,0.9340895616137344
17323,0.9910934305710508
2497,0.7443062425151474
997,0.08088354158295097
3462,0.04878268591906876
5511,0.2020926079038763
5316,0.06113473400124614
8654,0.24081693635622814
4697,0.9716183151256244
17197,0.066517151863967
9352,0.9645660980688573
5084,0.965165250215038
3009,0.2976271500502422
11330,0.07457246028049036
7167,0.9634724119397132
11227,0.9706051936105666
2589,0.17150901418350084
12051,0.05914259378013964
2037,0.9918249095437194
10865,0.07639266935570233
9832,0.905914517895591
785,0.09426772324791965
9962,0.9562147756586281
9994,0.06044091966665199
10529,0.9842908087429951
11388,0.08385689259657414
651,0.16538651525318293
11941,0.953503631429927
2752,0.0356217584676739
14088,0.9923439039153967
2287,0.9050015047945645
4836,0.976532306282181
12144,0.16926575118454323
935,0.15707938328786175
12504,0.1186054182922992
13702,0.057614382883934834
15483,0.06759453776142088
15635,0.9278561245575273
11030,0.12099398177849474
9127,0.9650474043714811
2530,0.15262721128600165
16463,0.07633766093676475
17576,0.9824355516409128
10158,0.9694242189888885
5966,0.07915259941080854
11705,0.13351936340080117
125,0.9783542052272968
13028,0.09676931208389927
16817,0.09371962498968678
11014,0.0865057790516841
11402,0.31292483043253383
14179,0.9355383404743317
4312,0.9483833342564827
2101,0.19335257937823502
10996,0.17553339047292338
10926,0.980015371676169
446,0.090535920758258
14656,0.9223804118406964
980,0.1476792335895657
10894,0.9806885822743747
8789,0.06058568125428676
4621,0.05548646247964706
4497,0.1343805748265251
12210,0.981537408314091
10872,0.9965277105545312
6041,0.9669231333285699
11583,0.08093992260004257
11794,0.1070947702853271
6542,0.9417404320723602
9221,0.08905544240034402
16343,0.15486520770115197
3766,0.07870726455900179
5,0.14980094607830607
3610,0.07447431979467978
10572,0.9286461532838113
16263,0.09096076588201929
4931,0.28358280230826827
243,0.037503267881064506
11158,0.9927042145587315
10933,0.19225285094804057
17647,0.9793067658606184
12786,0.9076531903633689
9934,0.3504830205020647
17018,0.08313110824311232
16239,0.963561741538939
15882,0.06764443848896229
12529,0.979593493204649
17225,0.0629749320927383
17644,0.29399840615364503
3398,0.0446924503261642
4906,0.050310595904058286
10838,0.22513044495179768
6670,0.15029168228897094
4395,0.9538449128485831
14724,0.11576265387966478
15098,0.9590641261789384
10745,0.9351469020080436
4959,0.8841092147938098
2876,0.4481411597374364
16765,0.9794212870423915
11629,0.06614603626121585
16255,0.9900227938033881
17532,0.9855009680589811
13631,0.2139372465109779
13134,0.10866598458809784
4932,0.09180558778350445
1305,0.9579211969118948
9508,0.05704176058413857
13402,0.06227394730988356
13256,0.9511727479425018
17096,0.09216874954130605
15070,0.9354793106747352
6097,0.974112564317869
16076,0.22963783576009045
5192,0.13152465374880906
9509,0.9565942122377346
15682,0.9774054648040138
11301,0.9651000131820165
6045,0.08906050944331345
10657,0.05475815758629743
12398,0.16165550599367728
4692,0.9818363886156446
11428,0.16095657593685986
2389,0.0875438260178959
9683,0.9586044674326801
8796,0.9935630752626148
6902,0.9726153264565124
6295,0.25530045625539655
15149,0.9719997736022452
16022,0.08338020793770984
14400,0.8793583832201026
443,0.28791922005087733
17809,0.9792708284849677
8531,0.1250313781159167
10251,0.995102015287357
6886,0.06565042892200901
8052,0.08337221185772004
10747,0.7355376392690365
4499,0.9856331763581835
12538,0.052312231183176294
16625,0.12184532654907776
4765,0.9593938215406218
2792,0.13556320898752017
1317,0.12499783494824357
4043,0.10439896644438218
9831,0.9822235230643298
13758,0.17713123696343824
15400,0.5861865187994502
11631,0.19607795362199087
9654,0.9637337217310423
850,0.10470573417635942
11108,0.19347486220056997
11662,0.31284169754890456
12709,0.0837045680476931
15503,0.12497446843572435
14607,0.16062475220646877
4958,0.9771713072910381
1177,0.045626251564155784
4833,0.9391231758448881
4584,0.08849542076794137
35,0.9437764824176994
3035,0.10287933863982213
13616,0.1631715843854118
7085,0.4027174210483385
16981,0.35033466773636246
7293,0.058773612000846076
8628,0.09022021335930663
11990,0.07510215516703311
9209,0.963824037529801
3245,0.9801857505523058
5572,0.17439266629270866
13762,0.19013454362547855
12322,0.9575460601101535
4108,0.9603799025292988
14105,0.10097659374145729
1709,0.9856031759741833
12426,0.05992370322052187
7577,0.1904165286233741
6122,0.8822379811391043
17521,0.881923774620281
13472,0.9923750612902534
9059,0.16461099744310081
1830,0.9563692289971056
682,0.9563095561330365
3601,0.16950659638309873
11655,0.03996142178711504
14041,0.9612196500567441
5324,0.16893826384574184
2155,0.03474558008641904
13203,0.1005474826707109
3274,0.14525167119746263
7713,0.9785946145353043
1828,0.23649379185511565
908,0.10887451845195095
7418,0.12270997354069346
17800,0.9816030201336732
1832,0.9213806235835087
14826,0.9250237278280931
16241,0.08574806620191067
12326,0.9530940377079122
6204,0.9831244199034298
3897,0.8376980565114173
29,0.09180948941302736
8119,0.06453225489558123
17451,0.12239476947722994
666,0.10366066724707568
9064,0.9774491327510474
15052,0.9819558969047857
16824,0.9762937629854468
13818,0.07590559774718453
16050,0.9645940925258537
8701,0.18699306439041163
12781,0.9618321488864642
2041,0.16229393598191943
14147,0.9755376670737704
12785,0.05078408622021302
4644,0.17783700904688282
2433,0.948276826234243
1087,0.09813604673358
10813,0.06029956864196884
9931,0.9612343334636368
6125,0.051362937711592505
10196,0.07654283406960316
14738,0.08659035716382935
1731,0.9769808090872333
3327,0.09852252974747211
10580,0.12851960001387397
1602,0.16083567138672017
1704,0.055161455773141355
6452,0.2551970971227131
9652,0.9397164955048654
8353,0.9693350538316213
6981,0.08918381738025172
5825,0.11822052516907366
5097,0.10237375599919085
4450,0.09827286706314153
5892,0.9815799380332
14870,0.05161572751657306
9503,0.9020234866421455
635,0.032949236074060306
1583,0.9638425374342902
377,0.18643351124906216
11460,0.2607168422318713
6499,0.0945648041929571
4620,0.17289936010740248
3846,0.9812132594707668
10602,0.11407529531597271
17531,0.15534701534849082
14039,0.1898574950818005
13650,0.1894136120423957
10045,0.10100458206256457
17186,0.9803504903640626
3747,0.0881292291075585
16168,0.21744023773851862
7434,0.13809344974096793
75,0.9060361580343076
17342,0.963780737409349
1810,0.30255831256648114
14866,0.9857144461281551
3110,0.06334496192642858
7592,0.047684493929794014
6261,0.0754098464769224
13608,0.0887809093829034
10463,0.15166297497061576
9505,0.9925024778048648
8996,0.9946447293884975
8272,0.09503326451410077
14956,0.058691155104061865
9615,0.17465916944010162
10754,0.05541966774050622
10915,0.06418298108660037
974,0.08130367887639789
14435,0.07960814480329215
10230,0.976880300261047
9968,0.965756685113163
9866,0.1540138195555124
6995,0.054334736788237636
8381,0.0910190815805092
9476,0.06099282105244319
10128,0.04877322913975812
16327,0.45924686442474005
614,0.9750488423000395
11962,0.10922644610570131
2276,0.047857226229842786
4889,0.08952995419563314
8866,0.9676363386099445
11324,0.9568821356380083
10092,0.04479561568676638
903,0.9965058519968687
2614,0.9851926547598485
4297,0.9558798398277119
457,0.9713169215031334
1129,0.9409908400520146
11983,0.0824224774533715
16186,0.1396075364755619
9186,0.1548245334293613
8902,0.15017055910461152
7787,0.17151047160886213
1098,0.9758821549651905
9862,0.8827293996693255
4612,0.31089284071469725
11782,0.4021506225487913
7687,0.17850483204307743
7746,0.9286853681776385
5660,0.9683793185961695
6560,0.24058818504559776
4953,0.9680157497156031
10120,0.12410513616065821
13918,0.08709311673199727
9297,0.09848031384030764
11526,0.22587654409882563
11688,0.9962750919908572
604,0.17439874449198522
13907,0.10654200492429367
15392,0.9721345839073191
13811,0.8230455195667457
13171,0.959196560389165
1215,0.073924692272897
